X축 우선순위,총계,,,,,,,,,
나이별,연도,합계(명),전년도(명),성장률(%),구성비(%),목적별,,,,
,,,,,,관광,상용,공용,유학연수,기타
31 ~ 40,2009년 05월,107605,109509,-0.017,0.001,84263,8721,552,225,13844
31 ~ 40,2009년 06월,100286,101836,-0.015,0.001,78064,8576,530,245,12871
31 ~ 40,2009년 07월,113084,106533,0.061,0.001,89273,8424,603,333,14451
31 ~ 40,2009년 08월,125459,105343,0.191,0.001,96158,8428,643,800,19430
31 ~ 40,2009년 09월,128651,112817,0.14,0.001,103540,8744,418,386,15563
31 ~ 40,2009년 10월,141346,120397,0.174,0.001,113813,9342,512,251,17428
31 ~ 40,2009년 11월,127945,115112,0.111,0.001,103336,9722,846,200,13841
31 ~ 40,2009년 12월,130754,128308,0.019,0.001,107558,8566,485,222,13923
31 ~ 40,2010년 01월,118461,124342,-0.047,0.001,92090,8404,520,486,16961
31 ~ 40,2010년 02월,118874,128426,-0.074,0.001,93478,6299,351,890,17856
31 ~ 40,2010년 03월,137418,125818,0.092,0.001,105127,9786,489,517,21499
31 ~ 40,2010년 04월,138414,130228,0.063,0.001,112402,9203,584,212,16013
31 ~ 40,2010년 05월,136044,107605,0.264,0.001,110428,8850,614,228,15924
31 ~ 40,2010년 06월,135111,100286,0.347,0.001,108445,8808,651,280,16927
31 ~ 40,2010년 07월,138094,113084,0.221,0.001,110571,7703,513,375,18932
31 ~ 40,2010년 08월,147544,125459,0.176,0.001,116110,8229,540,818,21847
31 ~ 40,2010년 09월,144760,128651,0.125,0.001,115430,7970,516,501,20343
31 ~ 40,2010년 10월,168144,141346,0.19,0.001,138570,9221,531,238,19584
31 ~ 40,2010년 11월,152306,127945,0.19,0.001,123993,8879,778,263,18393
31 ~ 40,2010년 12월,135393,130754,0.035,0.001,111081,7190,272,247,16603
31 ~ 40,2011년 01월,118188,118461,-0.002,0.001,92655,6543,365,516,18109
31 ~ 40,2011년 02월,125988,118874,0.06,0.001,94851,5856,253,1161,23867
31 ~ 40,2011년 03월,140167,137418,0.02,0.001,108978,7193,318,594,23084
31 ~ 40,2011년 04월,145076,138414,0.048,0.001,118562,6979,475,334,18726
31 ~ 40,2011년 05월,144052,136044,0.059,0.001,117262,7513,431,391,18455
31 ~ 40,2011년 06월,149958,135111,0.11,0.001,124169,6936,437,447,17969
31 ~ 40,2011년 07월,162126,138094,0.174,0.001,135547,6652,421,582,18924
31 ~ 40,2011년 08월,172559,147544,0.17,0.001,142262,6650,470,1055,22122
31 ~ 40,2011년 09월,171511,144760,0.185,0.001,142940,6905,462,757,20447
31 ~ 40,2011년 10월,185274,168144,0.102,0.001,159467,7555,592,457,17203
31 ~ 40,2011년 11월,171681,152306,0.127,0.001,147521,7520,571,386,15683
31 ~ 40,2011년 12월,168125,135393,0.242,0.001,146627,5788,380,387,14943
31 ~ 40,2012년 01월,150311,118188,0.272,0.001,124051,5018,359,752,20131
31 ~ 40,2012년 02월,157383,125988,0.249,0.001,127392,5574,335,1202,22880
31 ~ 40,2012년 03월,172287,140167,0.229,0.001,142654,6697,1005,655,21276
31 ~ 40,2012년 04월,188723,145076,0.301,0.001,162367,6863,514,317,18662
31 ~ 40,2012년 05월,177909,144052,0.235,0.001,152041,6801,580,327,18160
31 ~ 40,2012년 06월,178635,149958,0.191,0.001,155087,6224,549,379,16396
31 ~ 40,2012년 07월,190536,162126,0.175,0.001,164136,6071,633,479,19217
31 ~ 40,2012년 08월,194899,172559,0.129,0.001,166031,5536,487,912,21933
31 ~ 40,2012년 09월,183738,171511,0.071,0.001,159623,5974,483,673,16985
31 ~ 40,2012년 10월,196677,185274,0.062,0.001,169346,7306,642,388,18995
31 ~ 40,2012년 11월,174553,171681,0.017,0.001,151538,6637,542,282,15554
31 ~ 40,2012년 12월,170433,168125,0.014,0.001,148852,5462,370,285,15464
31 ~ 40,2013년 01월,158827,150311,0.057,0.001,133232,5860,444,512,18779
31 ~ 40,2013년 02월,160614,157383,0.021,0.001,133860,4685,307,1208,20554
31 ~ 40,2013년 03월,187621,172287,0.089,0.001,158189,6391,495,791,21755
31 ~ 40,2013년 04월,184817,188723,-0.021,0.001,158553,6652,478,311,18823
31 ~ 40,2013년 05월,169898,177909,-0.045,0.001,141570,8252,455,335,19286
31 ~ 40,2013년 06월,191075,178635,0.07,0.001,162647,9473,499,407,18049
31 ~ 40,2013년 07월,213019,190536,0.118,0.001,180939,10551,580,504,20445
31 ~ 40,2013년 08월,235209,194899,0.207,0.001,201751,8800,568,1097,22993
31 ~ 40,2013년 09월,210714,183738,0.147,0.001,178924,8634,614,720,21822
31 ~ 40,2013년 10월,212562,196677,0.081,0.001,183773,7832,700,351,19906
31 ~ 40,2013년 11월,190838,174553,0.093,0.001,165497,7138,931,365,16907
31 ~ 40,2013년 12월,191185,170433,0.122,0.001,167073,6125,814,295,16878
31 ~ 40,2014년 01월,175716,158827,0.106,0.001,148665,5637,521,547,20346
31 ~ 40,2014년 02월,183672,160614,0.144,0.001,150804,5894,535,1379,25060
31 ~ 40,2014년 03월,221384,187621,0.18,0.001,190648,7282,726,837,21891
31 ~ 40,2014년 04월,249577,184817,0.35,0.001,221343,6516,863,331,20524
31 ~ 40,2014년 05월,248395,169898,0.462,0.001,217534,7582,846,416,22017
31 ~ 40,2014년 06월,233748,191075,0.223,0.001,206381,7182,844,506,18835
31 ~ 40,2014년 07월,250418,213019,0.176,0.001,218479,9399,760,507,21273
31 ~ 40,2014년 08월,265952,235209,0.131,0.002,230261,7247,915,1345,26184
31 ~ 40,2014년 09월,236457,210714,0.122,0.001,203317,8414,1204,807,22715
31 ~ 40,2014년 10월,262797,212562,0.236,0.002,234423,7740,1333,397,18904
31 ~ 40,2014년 11월,237735,190838,0.246,0.001,211264,6902,1034,418,18117
31 ~ 40,2014년 12월,229112,191185,0.198,0.001,205410,5461,772,382,17087
31 ~ 40,2015년 01월,205802,175716,0.171,0.001,176451,5940,633,673,22105
31 ~ 40,2015년 02월,218700,183672,0.191,0.001,187992,4803,499,1341,24065
31 ~ 40,2015년 03월,251900,221384,0.138,0.001,215838,6410,860,1225,27567
31 ~ 40,2015년 04월,283962,249577,0.138,0.002,254272,6124,1103,468,21995
31 ~ 40,2015년 05월,263608,248395,0.061,0.002,231802,6569,1072,510,23655
31 ~ 40,2015년 06월,130978,233748,-0.44,0.001,107843,4202,750,600,17583
31 ~ 40,2015년 07월,114779,250418,-0.542,0.001,87205,4386,779,609,21800
31 ~ 40,2015년 08월,189346,265952,-0.288,0.001,152727,6037,916,1562,28104
31 ~ 40,2015년 09월,227407,236457,-0.038,0.001,196850,5790,1069,901,22797
31 ~ 40,2015년 10월,266510,262797,0.014,0.002,234287,6421,1353,634,23815
31 ~ 40,2015년 11월,237342,237735,-0.002,0.001,210785,6020,1283,498,18756
31 ~ 40,2015년 12월,227201,229112,-0.008,0.001,202667,4763,766,487,18518
31 ~ 40,2016년 01월,235335,205802,0.144,0.001,204096,5409,687,938,24205
31 ~ 40,2016년 02월,228375,218700,0.044,0.001,191099,4728,612,2031,29905
31 ~ 40,2016년 03월,280986,251900,0.115,0.002,248172,5631,858,1006,25319
31 ~ 40,2016년 04월,309201,283962,0.089,0.002,278102,5643,1050,522,23884
31 ~ 40,2016년 05월,285652,263608,0.084,0.002,253413,6175,1083,678,24303
31 ~ 40,2016년 06월,301044,130978,1.298,0.002,270997,5388,1110,644,22905
31 ~ 40,2016년 07월,314846,114779,1.743,0.002,283436,5279,1068,819,24244
31 ~ 40,2016년 08월,303009,189346,0.6,0.002,266734,5535,1039,1814,27887
31 ~ 40,2016년 09월,292992,227407,0.288,0.002,257901,5537,1116,1144,27294
31 ~ 40,2016년 10월,316161,266510,0.186,0.002,285646,5965,1366,655,22529
31 ~ 40,2016년 11월,262043,237342,0.104,0.002,237707,6017,1186,562,16571
31 ~ 40,2016년 12월,265915,227201,0.17,0.002,239940,4562,989,603,19821
31 ~ 40,2017년 01월,256801,235335,0.091,0.002,222561,5185,840,934,27281
31 ~ 40,2017년 02월,256129,228375,0.122,0.002,219222,4767,664,2226,29250
31 ~ 40,2017년 03월,243603,280986,-0.133,0.001,209399,5958,829,1390,26027
31 ~ 40,2017년 04월,227709,309201,-0.264,0.001,195569,5353,1233,698,24856
31 ~ 40,2017년 05월,206541,285652,-0.277,0.001,171268,5907,1105,907,27354
31 ~ 40,2017년 06월,199918,301044,-0.336,0.001,169186,4653,1035,719,24325
31 ~ 40,2017년 07월,191134,314846,-0.393,0.001,157339,5285,1212,964,26334
31 ~ 40,2017년 08월,203932,303009,-0.327,0.001,165608,5067,1154,2247,29856
31 ~ 40,2017년 09월,226574,292992,-0.227,0.001,192603,5329,1398,1276,25968
31 ~ 40,2017년 10월,255973,316161,-0.19,0.002,214306,5739,1420,1129,33379
31 ~ 40,2017년 11월,244343,262043,-0.068,0.001,213881,5648,1619,729,22466
31 ~ 40,2017년 12월,241528,265915,-0.092,0.001,212010,4743,1059,825,22891
31 ~ 40,2018년 01월,222457,256801,-0.134,0.001,186209,5352,989,1215,28692
31 ~ 40,2018년 02월,224125,256129,-0.125,0.001,184463,3973,916,2340,32433
31 ~ 40,2018년 03월,293052,243603,0.203,0.002,250699,5416,1106,2169,33662
31 ~ 40,2018년 04월,300869,227709,0.321,0.002,265088,5709,1334,872,27866
31 ~ 40,2018년 05월,271514,206541,0.315,0.002,234717,5755,1250,1068,28724
31 ~ 40,2018년 06월,271103,199918,0.356,0.002,237491,5017,1204,999,26392
31 ~ 40,2018년 07월,248997,191134,0.303,0.001,213482,5469,1257,1285,27504
31 ~ 40,2018년 08월,263416,203932,0.292,0.002,221477,5269,1158,2635,32877
31 ~ 40,2018년 09월,276077,226574,0.218,0.002,236005,5874,1458,2076,30664
31 ~ 40,2018년 10월,335247,255973,0.31,0.002,296642,6304,1459,1081,29761
31 ~ 40,2018년 11월,297766,244343,0.219,0.002,265391,5873,1649,1024,23829
31 ~ 40,2018년 12월,280609,241528,0.162,0.002,249827,4839,1153,1055,23735
31 ~ 40,2019년 01월,241435,222457,0.085,0.001,205388,4970,1010,1468,28599
31 ~ 40,2019년 02월,263174,224125,0.174,0.002,215771,4656,1005,3148,38594
31 ~ 40,2019년 03월,321264,293052,0.096,0.002,279002,5986,1337,2747,32192
31 ~ 40,2019년 04월,365298,300869,0.214,0.002,328275,5461,1541,1248,28773
31 ~ 40,2019년 05월,330804,271514,0.218,0.002,294312,5444,1488,1427,28133
31 ~ 40,2019년 06월,321241,271103,0.185,0.002,284145,5552,2075,1646,27823
31 ~ 40,2019년 07월,294658,248997,0.183,0.002,258375,5389,1454,1599,27841
31 ~ 40,2019년 08월,306222,263416,0.163,0.002,260420,5321,1514,3448,35519
31 ~ 40,2019년 09월,334089,276077,0.21,0.002,289461,6303,1807,2913,33605
31 ~ 40,2019년 10월,370962,335247,0.107,0.002,334443,5934,1821,1548,27216
31 ~ 40,2019년 11월,336528,297766,0.13,0.002,303440,5949,1940,1482,23717
31 ~ 40,2019년 12월,336164,280609,0.198,0.002,303631,4927,1369,1800,24437
31 ~ 40,2020년 01월,301687,241435,0.25,0.002,256053,4604,1168,2494,37368
31 ~ 40,2020년 02월,140960,263174,-0.464,0.001,112168,2436,878,2955,22523
31 ~ 40,2020년 03월,16262,321264,-0.949,0,8409,385,170,1315,5983
31 ~ 40,2020년 04월,4013,365298,-0.989,0,1357,100,61,337,2158
31 ~ 40,2020년 05월,4135,330804,-0.988,0,1453,123,53,161,2345
31 ~ 40,2020년 06월,5776,321241,-0.982,0,2482,210,114,119,2851
31 ~ 40,2020년 07월,7872,294658,-0.973,0,3748,296,243,128,3457
31 ~ 40,2020년 08월,6280,306222,-0.979,0,2293,411,204,670,2702
31 ~ 40,2020년 09월,6685,334089,-0.98,0,3025,357,139,592,2572
31 ~ 40,2020년 10월,6628,370962,-0.982,0,3194,429,133,195,2677
31 ~ 40,2020년 11월,6435,336528,-0.981,0,3201,452,178,226,2378
31 ~ 40,2020년 12월,6299,336164,-0.981,0,3426,394,151,144,2184
31 ~ 40,2021년 01월,6186,301687,-0.979,0,2897,480,213,287,2309
31 ~ 40,2021년 02월,6845,140960,-0.951,0,2651,427,120,981,2666
31 ~ 40,2021년 03월,8507,16262,-0.477,0,3275,515,190,1066,3461
31 ~ 40,2021년 04월,8142,4013,1.029,0,3364,604,139,336,3699
31 ~ 40,2021년 05월,8268,4135,1,0,3729,543,209,332,3455
31 ~ 40,2021년 06월,9186,5776,0.59,0,4021,571,278,259,4057
31 ~ 40,2021년 07월,10533,7872,0.338,0,4707,566,414,221,4625
31 ~ 40,2021년 08월,10723,6280,0.707,0,4887,650,545,1330,3311
31 ~ 40,2021년 09월,11355,6685,0.699,0,5025,639,362,1033,4296
31 ~ 40,2021년 10월,12272,6628,0.852,0,6536,867,451,293,4125
31 ~ 40,2021년 11월,13391,6435,1.081,0,7715,946,464,327,3939
31 ~ 40,2021년 12월,12866,6299,1.043,0,7060,636,358,385,4427
31 ~ 40,2022년 01월,11799,6186,0.907,0,5004,650,425,320,5400
31 ~ 40,2022년 02월,13228,6845,0.933,0,4795,787,289,1461,5896
31 ~ 40,2022년 03월,14600,8507,0.716,0,6217,778,309,1097,6199
31 ~ 40,2022년 04월,23247,8142,1.855,0,13843,1036,398,440,7530
31 ~ 40,소계,33747040,33595572,0.005,0.199,28432735,1335760,147233,150076,3681236
41 ~ 50,2005년 01월,82907,0,0,0,67749,5649,791,56,8662
41 ~ 50,2005년 02월,83742,0,0,0,69795,4667,627,113,8540
41 ~ 50,2005년 03월,97960,0,0,0.001,82371,6410,666,95,8418
41 ~ 50,2005년 04월,91270,0,0,0.001,76274,6390,899,42,7665
41 ~ 50,2005년 05월,87641,0,0,0.001,72140,6719,883,37,7862
41 ~ 50,2005년 06월,87675,0,0,0.001,72528,6143,877,44,8083
41 ~ 50,2005년 07월,92646,0,0,0.001,76779,5748,1018,60,9041
41 ~ 50,2005년 08월,95867,0,0,0.001,78931,6211,984,104,9637
41 ~ 50,2005년 09월,92661,0,0,0.001,76531,6532,903,73,8622
41 ~ 50,2005년 10월,107113,0,0,0.001,90325,7165,966,52,8605
41 ~ 50,2005년 11월,101535,0,0,0.001,84855,6978,1288,50,8364
41 ~ 50,2005년 12월,95447,0,0,0.001,79734,5939,730,33,9011
41 ~ 50,2006년 01월,79774,82907,-0.038,0,63809,5992,704,46,9223
41 ~ 50,2006년 02월,80797,83742,-0.035,0,64614,6403,583,133,9064
41 ~ 50,2006년 03월,96418,97960,-0.016,0.001,80105,8069,689,98,7457
41 ~ 50,2006년 04월,93894,91270,0.029,0.001,78108,7761,889,49,7087
41 ~ 50,2006년 05월,96331,87641,0.099,0.001,81021,7457,727,35,7091
41 ~ 50,2006년 06월,93603,87675,0.068,0.001,78201,7193,766,36,7407
41 ~ 50,2006년 07월,91159,92646,-0.016,0.001,76072,6550,874,38,7625
41 ~ 50,2006년 08월,102231,95867,0.066,0.001,86351,6603,948,111,8218
41 ~ 50,2006년 09월,96960,92661,0.046,0.001,82353,7256,923,67,6361
41 ~ 50,2006년 10월,106189,107113,-0.009,0.001,90037,7056,985,53,8058
41 ~ 50,2006년 11월,100561,101535,-0.01,0.001,86273,6815,1000,23,6450
41 ~ 50,2006년 12월,92597,95447,-0.03,0.001,79360,6033,588,36,6580
41 ~ 50,2007년 01월,80118,79774,0.004,0,65990,6709,754,51,6614
41 ~ 50,2007년 02월,83896,80797,0.038,0,70957,5571,498,133,6737
41 ~ 50,2007년 03월,94242,96418,-0.023,0.001,77316,7365,611,106,8844
41 ~ 50,2007년 04월,98975,93894,0.054,0.001,78689,7894,950,49,11393
41 ~ 50,2007년 05월,96619,96331,0.003,0.001,77148,7563,799,48,11061
41 ~ 50,2007년 06월,97161,93603,0.038,0.001,76792,7423,738,50,12158
41 ~ 50,2007년 07월,97117,91159,0.065,0.001,75492,6928,1073,69,13555
41 ~ 50,2007년 08월,105996,102231,0.037,0.001,81750,6810,943,128,16365
41 ~ 50,2007년 09월,101563,96960,0.047,0.001,76670,6988,834,78,16993
41 ~ 50,2007년 10월,123734,106189,0.165,0.001,96747,7981,916,52,18038
41 ~ 50,2007년 11월,109841,100561,0.092,0.001,86475,7839,930,45,14552
41 ~ 50,2007년 12월,106037,92597,0.145,0.001,80394,6934,612,35,18062
41 ~ 50,2008년 01월,90967,80118,0.135,0.001,66598,7768,677,57,15867
41 ~ 50,2008년 02월,95813,83896,0.142,0.001,70150,6053,564,121,18925
41 ~ 50,2008년 03월,110200,94242,0.169,0.001,81824,8665,661,95,18955
41 ~ 50,2008년 04월,106451,98975,0.076,0.001,82949,8109,823,53,14517
41 ~ 50,2008년 05월,103381,96619,0.07,0.001,80512,7737,861,48,14223
41 ~ 50,2008년 06월,99137,97161,0.02,0.001,77112,6810,802,55,14358
41 ~ 50,2008년 07월,103893,97117,0.07,0.001,81324,6421,791,52,15305
41 ~ 50,2008년 08월,100725,105996,-0.05,0.001,76427,6786,908,129,16475
41 ~ 50,2008년 09월,104050,101563,0.024,0.001,79798,6895,727,67,16563
41 ~ 50,2008년 10월,118163,123734,-0.045,0.001,92992,7620,804,48,16699
41 ~ 50,2008년 11월,109257,109841,-0.005,0.001,86500,7256,849,36,14616
41 ~ 50,2008년 12월,116522,106037,0.099,0.001,95874,6268,669,28,13683
41 ~ 50,2009년 01월,108455,90967,0.192,0.001,86671,6034,554,79,15117
41 ~ 50,2009년 02월,112558,95813,0.175,0.001,83637,6180,559,115,22067
41 ~ 50,2009년 03월,124195,110200,0.127,0.001,97145,7217,513,93,19227
41 ~ 50,2009년 04월,121973,106451,0.146,0.001,100617,6310,839,43,14164
41 ~ 50,2009년 05월,98668,103381,-0.046,0.001,78327,6896,762,50,12633
41 ~ 50,2009년 06월,94816,99137,-0.044,0.001,74852,6666,656,44,12598
41 ~ 50,2009년 07월,109026,103893,0.049,0.001,88715,6099,638,60,13514
41 ~ 50,2009년 08월,120932,100725,0.201,0.001,97601,6445,772,117,15997
41 ~ 50,2009년 09월,117480,104050,0.129,0.001,95866,6314,625,72,14603
41 ~ 50,2009년 10월,135816,118163,0.149,0.001,111887,7123,748,56,16002
41 ~ 50,2009년 11월,121184,109257,0.109,0.001,99631,7019,945,37,13552
41 ~ 50,2009년 12월,121049,116522,0.039,0.001,99895,6240,615,36,14263
41 ~ 50,2010년 01월,103597,108455,-0.045,0.001,81063,6744,543,78,15169
41 ~ 50,2010년 02월,108865,112558,-0.033,0.001,86584,5007,418,102,16754
41 ~ 50,2010년 03월,138279,124195,0.113,0.001,106732,7843,559,96,23049
41 ~ 50,2010년 04월,133198,121973,0.092,0.001,108187,7475,753,45,16738
41 ~ 50,2010년 05월,129452,98668,0.312,0.001,105307,7037,842,38,16228
41 ~ 50,2010년 06월,130216,94816,0.373,0.001,106215,6700,784,55,16462
41 ~ 50,2010년 07월,136380,109026,0.251,0.001,110815,6216,631,48,18670
41 ~ 50,2010년 08월,148021,120932,0.224,0.001,120443,6415,682,131,20350
41 ~ 50,2010년 09월,134719,117480,0.147,0.001,106878,6141,613,87,21000
41 ~ 50,2010년 10월,164194,135816,0.209,0.001,134969,7050,751,74,21350
41 ~ 50,2010년 11월,142425,121184,0.175,0.001,115576,6704,928,74,19143
41 ~ 50,2010년 12월,129025,121049,0.066,0.001,105195,5441,408,82,17899
41 ~ 50,2011년 01월,109138,103597,0.053,0.001,84775,5713,474,119,18057
41 ~ 50,2011년 02월,116072,108865,0.066,0.001,86616,4999,341,300,23816
41 ~ 50,2011년 03월,138194,138279,-0.001,0.001,107043,6173,382,192,24404
41 ~ 50,2011년 04월,135576,133198,0.018,0.001,110615,6144,602,142,18073
41 ~ 50,2011년 05월,133847,129452,0.034,0.001,109126,6544,629,185,17363
41 ~ 50,2011년 06월,143624,130216,0.103,0.001,119001,6128,534,244,17717
41 ~ 50,2011년 07월,162895,136380,0.194,0.001,136292,5710,625,321,19947
41 ~ 50,2011년 08월,174463,148021,0.179,0.001,147689,5579,616,345,20234
41 ~ 50,2011년 09월,158659,134719,0.178,0.001,131155,5976,599,361,20568
41 ~ 50,2011년 10월,178254,164194,0.086,0.001,151372,6388,898,250,19346
41 ~ 50,2011년 11월,162123,142425,0.138,0.001,138160,6077,812,195,16879
41 ~ 50,2011년 12월,158447,129025,0.228,0.001,136428,4756,496,145,16622
41 ~ 50,2012년 01월,139011,109138,0.274,0.001,113695,4627,423,190,20076
41 ~ 50,2012년 02월,144496,116072,0.245,0.001,113206,4692,400,322,25876
41 ~ 50,2012년 03월,172488,138194,0.248,0.001,143053,5790,872,136,22637
41 ~ 50,2012년 04월,180499,135576,0.331,0.001,155810,5695,682,69,18243
41 ~ 50,2012년 05월,170623,133847,0.275,0.001,147206,5672,748,90,16907
41 ~ 50,2012년 06월,177737,143624,0.238,0.001,154641,4926,730,63,17377
41 ~ 50,2012년 07월,194511,162895,0.194,0.001,167884,4721,874,71,20961
41 ~ 50,2012년 08월,203602,174463,0.167,0.001,176950,4654,592,133,21273
41 ~ 50,2012년 09월,176036,158659,0.11,0.001,151791,4687,639,99,18820
41 ~ 50,2012년 10월,190584,178254,0.069,0.001,162763,5851,885,65,21020
41 ~ 50,2012년 11월,168635,162123,0.04,0.001,146229,5231,707,42,16426
41 ~ 50,2012년 12월,161071,158447,0.017,0.001,140352,4237,507,32,15943
41 ~ 50,2013년 01월,143500,139011,0.032,0.001,120669,5187,472,98,17074
41 ~ 50,2013년 02월,149090,144496,0.032,0.001,124889,3935,328,127,19811
41 ~ 50,2013년 03월,182537,172488,0.058,0.001,153743,5256,486,125,22927
41 ~ 50,2013년 04월,168314,180499,-0.068,0.001,145171,5237,549,79,17278
41 ~ 50,2013년 05월,160782,170623,-0.058,0.001,135499,6992,620,59,17612
41 ~ 50,2013년 06월,179328,177737,0.009,0.001,152807,7833,591,64,18033
41 ~ 50,2013년 07월,208316,194511,0.071,0.001,179101,8709,633,67,19806
41 ~ 50,2013년 08월,231317,203602,0.136,0.001,201399,7697,640,137,21444
41 ~ 50,2013년 09월,194161,176036,0.103,0.001,164967,7081,716,108,21289
41 ~ 50,2013년 10월,198921,190584,0.044,0.001,170484,6039,904,83,21411
41 ~ 50,2013년 11월,178972,168635,0.061,0.001,154199,5419,1077,63,18214
41 ~ 50,2013년 12월,179421,161071,0.114,0.001,155612,4844,866,41,18058
41 ~ 50,2014년 01월,148803,143500,0.037,0.001,126157,4815,607,53,17171
41 ~ 50,2014년 02월,159898,149090,0.072,0.001,129820,5004,550,165,24359
41 ~ 50,2014년 03월,196948,182537,0.079,0.001,167624,6007,723,102,22492
41 ~ 50,2014년 04월,209617,168314,0.245,0.001,183693,5549,950,44,19381
41 ~ 50,2014년 05월,204271,160782,0.27,0.001,177223,6167,879,59,19943
41 ~ 50,2014년 06월,207080,179328,0.155,0.001,179623,6581,935,76,19865
41 ~ 50,2014년 07월,230801,208316,0.108,0.001,200065,7503,847,65,22321
41 ~ 50,2014년 08월,242153,231317,0.047,0.001,211137,6006,959,140,23911
41 ~ 50,2014년 09월,201735,194161,0.039,0.001,170730,6665,1326,90,22924
41 ~ 50,2014년 10월,224636,198921,0.129,0.001,197259,5810,1522,58,19987
41 ~ 50,2014년 11월,204145,178972,0.141,0.001,179990,5316,1246,54,17539
41 ~ 50,2014년 12월,194539,179421,0.084,0.001,172360,4364,887,45,16883
41 ~ 50,2015년 01월,158431,148803,0.065,0.001,135228,5058,633,86,17426
41 ~ 50,2015년 02월,173381,159898,0.084,0.001,149925,4214,549,145,18548
41 ~ 50,2015년 03월,205128,196948,0.042,0.001,171572,5305,915,127,27209
41 ~ 50,2015년 04월,222321,209617,0.061,0.001,196814,4938,1239,56,19274
41 ~ 50,2015년 05월,211183,204271,0.034,0.001,185476,5380,1208,58,19061
41 ~ 50,2015년 06월,116012,207080,-0.44,0.001,96317,3590,799,74,15232
41 ~ 50,2015년 07월,105065,230801,-0.545,0.001,80662,3609,843,69,19882
41 ~ 50,2015년 08월,168196,242153,-0.305,0.001,138648,4923,971,151,23503
41 ~ 50,2015년 09월,183233,201735,-0.092,0.001,156451,4679,1189,129,20785
41 ~ 50,2015년 10월,220854,224636,-0.017,0.001,192085,5247,1532,79,21911
41 ~ 50,2015년 11월,195128,204145,-0.044,0.001,171487,4806,1538,57,17240
41 ~ 50,2015년 12월,182217,194539,-0.063,0.001,160718,4002,950,51,16496
41 ~ 50,2016년 01월,167330,158431,0.056,0.001,144457,4714,690,123,17346
41 ~ 50,2016년 02월,175720,173381,0.013,0.001,146815,3895,640,184,24186
41 ~ 50,2016년 03월,218224,205128,0.064,0.001,188812,4676,915,123,23698
41 ~ 50,2016년 04월,226415,222321,0.018,0.001,202073,4759,1169,68,18346
41 ~ 50,2016년 05월,222866,211183,0.055,0.001,197763,5181,1266,81,18575
41 ~ 50,2016년 06월,232858,116012,1.007,0.001,208599,4292,1216,85,18666
41 ~ 50,2016년 07월,270018,105065,1.57,0.002,243330,4252,1187,88,21161
41 ~ 50,2016년 08월,254241,168196,0.512,0.001,225803,4583,1135,214,22506
41 ~ 50,2016년 09월,212996,183233,0.162,0.001,184336,4420,1146,155,22939
41 ~ 50,2016년 10월,237839,220854,0.077,0.001,211757,4794,1389,89,19810
41 ~ 50,2016년 11월,202461,195128,0.038,0.001,183669,4694,1225,70,12803
41 ~ 50,2016년 12월,206353,182217,0.132,0.001,184689,3733,984,67,16880
41 ~ 50,2017년 01월,181568,167330,0.085,0.001,157431,4561,733,102,18741
41 ~ 50,2017년 02월,185914,175720,0.058,0.001,156181,3993,683,197,24860
41 ~ 50,2017년 03월,193179,218224,-0.115,0.001,165541,4791,879,173,21795
41 ~ 50,2017년 04월,179162,226415,-0.209,0.001,154802,4346,1273,81,18660
41 ~ 50,2017년 05월,158759,222866,-0.288,0.001,133756,4744,970,93,19196
41 ~ 50,2017년 06월,165870,232858,-0.288,0.001,141220,3968,1054,87,19541
41 ~ 50,2017년 07월,169048,270018,-0.374,0.001,142952,3949,1235,90,20822
41 ~ 50,2017년 08월,175008,254241,-0.312,0.001,146165,3971,1185,222,23465
41 ~ 50,2017년 09월,167596,212996,-0.213,0.001,141151,3878,1432,158,20977
41 ~ 50,2017년 10월,187318,237839,-0.212,0.001,155745,4506,1361,115,25591
41 ~ 50,2017년 11월,184524,202461,-0.089,0.001,158873,4208,1539,81,19823
41 ~ 50,2017년 12월,183250,206353,-0.112,0.001,159728,3572,967,90,18893
41 ~ 50,2018년 01월,153900,181568,-0.152,0.001,128855,4102,919,131,19893
41 ~ 50,2018년 02월,169186,185914,-0.09,0.001,141582,3246,979,220,23159
41 ~ 50,2018년 03월,216058,193179,0.118,0.001,181469,4171,1007,259,29152
41 ~ 50,2018년 04월,210037,179162,0.172,0.001,183779,4371,1246,117,20524
41 ~ 50,2018년 05월,194196,158759,0.223,0.001,168870,4342,1468,155,19361
41 ~ 50,2018년 06월,202267,165870,0.219,0.001,177760,3839,1205,120,19343
41 ~ 50,2018년 07월,205359,169048,0.215,0.001,179326,4086,1279,143,20525
41 ~ 50,2018년 08월,217090,175008,0.24,0.001,187481,3940,1210,254,24205
41 ~ 50,2018년 09월,186398,167596,0.112,0.001,157567,4410,1436,262,22723
41 ~ 50,2018년 10월,235556,187318,0.258,0.001,206760,4741,1562,131,22362
41 ~ 50,2018년 11월,220959,184524,0.197,0.001,196410,4315,1615,124,18495
41 ~ 50,2018년 12월,210664,183250,0.15,0.001,188642,3571,1280,128,17043
41 ~ 50,2019년 01월,169018,153900,0.098,0.001,146286,3946,987,183,17616
41 ~ 50,2019년 02월,182963,169186,0.081,0.001,150430,3762,940,297,27534
41 ~ 50,2019년 03월,230985,216058,0.069,0.001,200717,4568,1402,392,23906
41 ~ 50,2019년 04월,251225,210037,0.196,0.001,225899,4208,1665,161,19292
