목적별,연도,합계(명),전년도(명),성장률(%),구성비(%),관광,상용,공용,유학연수,기타
기타,2021년 04월,52832,16551,219.2,0,0,0,0,0,52832
기타,2021년 05월,52812,21815,142.1,0,0,0,0,0,52812
기타,2021년 06월,53402,24220,120.5,0,0,0,0,0,53402
기타,2021년 07월,56242,44644,26,0,0,0,0,0,56242
기타,2021년 08월,51674,44145,17.1,0,0,0,0,0,51674
기타,2021년 09월,55176,44651,23.6,0,0,0,0,0,55176
기타,2021년 10월,59426,46403,28.1,0,0,0,0,0,59426
기타,2021년 11월,57685,45148,27.8,0,0,0,0,0,57685
기타,2021년 12월,56819,46202,23,0,0,0,0,0,56819
기타,2022년 01월,57933,44733,29.5,0,0,0,0,0,57933
기타,2022년 02월,54686,42096,29.9,0,0,0,0,0,54686
기타,2022년 03월,58832,52201,12.7,0,0,0,0,0,58832
기타,2022년 04월,62126,52832,17.6,0,0,0,0,0,62126
기타,소계,33722168,33045355,2,19.8,0,0,0,0,33722168
전체,전체,169995485,168890640,0.7,100,128966801,3781375,680117,2845024,33722168
