"통계분류(1)",통계분류(2),2014,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019
"통계분류(1)",통계분류(2),사례수,호텔,친척 또는 친구집,게스트하우스/호스텔,학교/회사기숙사/연수원,콘도 리조트 펜션,기 타,사찰,홈스테이,사례수,호텔,친척 또는 친구집,게스트하우스/호스텔,학교/회사기숙사/연수원,콘도 리조트 펜션,기 타,무박,사찰,홈스테이,사례수,호텔,친척 또는 친구집,게스트하우스/호스텔,학교/회사기숙사/연수원,콘도 리조트 펜션,기 타,사찰,홈스테이,사례수,호텔,친척 또는 친구집,게스트하우스/호스텔,학교/회사기숙사/연수원,콘도 리조트 펜션,기 타,사찰,홈스테이,호텔,친척 또는 친구집,게스트하우스/호스텔,민박/공유숙박,모텔/여관,학교/회사기숙사/연수원,콘도 리조트 펜션,기 타,숙박하지않음,호텔,친척 또는 친구집,게스트하우스/호스텔,민박/공유숙박,모텔/여관,학교/회사기숙사/연수원,콘도 리조트 펜션,기 타,숙박하지않음
"방한횟수",1회,7832,77,4.4,13.9,3.6,4.7,0.4,0.2,1,6949,72.2,6.7,17.4,3.5,2.8,1.1,0.1,0.2,1.4,7350,71.1,5.3,20.4,4.2,2.9,1.1,0.1,0.4,6451,68.3,8.6,22.7,5.4,2.9,0.9,0.4,1.7,71.6,8.9,12.1,7.6,6.1,1.9,2.8,0.6,0.5,73.5,6.7,8.6,7.4,5.6,2.4,1.5,0.5,0.7
"방한횟수",2회,1551,70.9,8.3,14.5,4,4.7,0.9,0.1,1.2,2097,67.1,10,17,4.3,4,1,0.1,0.2,1.6,1519,71.3,6.8,19.1,3.4,3.4,1.1,0.2,0.4,2468,63.9,13.2,21,6.3,3.3,2.6,0.2,1.1,67.3,12.9,9.2,7,6.8,2.7,3.4,1.1,0.3,70.3,11.8,7.2,7.1,5.7,1.6,1.7,0.9,0.3
"방한횟수",3회,794,73,10.1,10.7,4.4,2.8,0.7,0,1,1015,62.2,14.3,16.5,5,3.5,1.3,0.2,0,2.9,800,71.6,9.3,16.5,3.4,2.4,0.8,0,0.7,1315,66.8,11.4,17.8,5.4,3.4,2.9,0.3,1.2,69.2,13.9,5.9,6.1,6.8,2.8,3.4,1,0,70.2,12.5,5.5,6.8,5.5,2,1.8,0.7,0.2
"방한횟수",4회 이상,1848,75.7,7.8,11.7,3.1,3.5,0.6,0.1,0.7,2821,67.6,14.5,14.2,3.6,2.8,0.8,0.2,0,0.5,2301,70.6,10.6,16.5,2.6,2.7,0.7,0.1,0.1,3572,71.4,11.8,15.7,3.2,2.5,1.7,0,1.4,69.5,14.9,5.4,5.4,7.1,2.3,2.9,0.9,0.2,71.2,13.8,4.3,4.7,6.2,2.1,1.3,0.7,0.4
"직업",공무원 군인,636,79,4.5,11.6,3.9,5.3,0.5,0.1,0.3,709,73.7,7.1,13.6,5.7,3.1,0.1,0.1,0,1.3,502,77.2,6.5,14.7,2.1,1.8,1.1,0,0,627,72.4,9.8,18.2,3.5,3.5,0,0.3,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"직업",기업인 경영직,1309,89.1,4.2,5.9,1.3,1.4,0.1,0.1,0.2,1327,82,5.7,9.5,1.5,2.8,0.1,0.1,0,1.2,1154,81.4,6,12.8,0.9,1.2,1,0.1,0.2,1455,83.3,6,11.9,1.6,1.8,0.2,0.1,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"직업",사무기술직,2546,79.9,2.5,13.9,1.2,3.9,0.3,0.1,1.1,2733,75.6,5,15.6,1.5,3,0.9,0.2,0.1,1.5,2429,78.2,4,15.9,1.4,1.9,0.3,0.1,0.2,2538,75.7,6.5,18.4,1.7,3.2,0.4,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"직업",판매 서비스직,1484,81.5,3.9,12,0.6,3.2,0.7,0.3,0.4,1511,72.8,6.1,17.7,1.1,2.7,0.2,0.1,0.1,1.5,1421,73.5,6.2,18.9,1,2.8,0.3,0.1,0.1,1607,69.9,8.8,23.1,1,2.9,0.7,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"직업",전문직,1207,77.7,5.2,12.7,3.7,6,0.2,0.3,1.2,1102,72.8,10.2,14.4,3,4.3,0.7,0.1,0.1,0.9,1114,71.9,6.3,19.1,2.9,4.3,1.3,0.2,0.8,1307,71.7,11.7,20.7,2.4,3,0.9,0.4,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"직업",생산/기능/노무,524,76.6,5,13.3,5.8,3.2,0.7,0,0.3,504,71.9,8.4,14.2,7.4,1.4,2.2,0.5,0.5,0.6,419,74.4,7.8,15.8,2.7,2.5,0.3,0,0.8,559,64.2,13.3,17.9,5.8,3.4,1.7,0.3,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"직업",자영업자,949,71.4,9.9,14.4,1.1,3.6,0.8,0,1.9,1450,63.8,12.7,20.8,0.6,2.6,1.4,0.1,0.4,2,1193,68.5,9.1,21.9,1,2.6,0.8,0.1,0.2,1634,70,12.6,19,1.2,3.1,0.6,0.3,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"직업",학생,1884,54.5,10.9,21.1,13,6.8,0.7,0.2,1.2,1599,48.2,17.2,22.1,15.8,4.6,1.5,0.3,0.2,2,1923,50.8,7.9,29.4,16,5.2,2.4,0.2,0.8,2266,46.4,11.5,28.6,20.1,3.5,6.3,0.7,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"직업",주부,456,82.4,6.3,7.8,1.4,5.3,1,0,0.3,552,69.6,11.3,17.8,1.4,1.5,2.6,0.2,0.1,0.3,556,76.9,9.9,11.7,0.6,3.5,0.4,0,0.5,647,72.6,17,12.7,0.9,1.9,0.6,0.3,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"직업",은퇴자,199,79.5,11,7.5,0.4,2.5,1.7,0,4.5,293,75.6,13.5,11.1,0,1.7,5.6,0,0.1,0.3,140,74,21,10.1,0.4,0.6,0.9,0,0,151,59.1,30.6,13.1,2.5,3.7,0.4,0.7,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"직업",무직,181,78.2,8.7,10.7,2.4,3.3,1,0.2,2.5,258,61.1,20.7,15.6,2.7,2.4,0.7,0,0.2,1.2,224,61.8,10.3,26.5,0.9,3.3,0.4,0.8,1.1,256,62.9,16.7,21.1,4.5,0.3,1.6,0.6,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"직업",기타,629,73.1,5.4,15.2,1.9,6.4,0.7,0.1,0.7,783,65.4,13,19.7,2.8,3,0.7,0.2,0.1,1.1,888,73.6,6.4,19.5,0.7,2.5,1.4,0,0.1,718,65.1,13.2,22,3.1,2.7,1.6,0.2,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"직업",무응답,19,85.4,0,19.1,1.1,8.5,0,0,0,62,74.3,9,15.1,5,0,0.2,0,0,0,10,61.2,7.7,49.3,28.9,0,7.1,0,0,42,63.3,21.2,23.1,3.3,1.8,4.9,1.3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
